# ground truth
# dataset path: /home/lihua/Document/kitti_dataset/00/
# time: Wed Dec 30 11:34:31 2020
# timestamp tx ty tz qx qy qz qw
69.047890 72.6880 1.2051 12.5684 -0.0077 0.6749 0.0127 0.7377
69.151620 73.7311 1.2226 12.6472 -0.0079 0.6752 0.0127 0.7375
69.255320 74.7773 1.2403 12.7245 -0.0074 0.6755 0.0129 0.7372
69.359000 75.8287 1.2535 12.8042 -0.0075 0.6756 0.0126 0.7371
69.462640 76.8867 1.2705 12.8889 -0.0082 0.6759 0.0129 0.7369
69.566330 77.9476 1.2829 12.9703 -0.0075 0.6761 0.0130 0.7367
69.669950 79.0072 1.2977 13.0543 -0.0063 0.6762 0.0109 0.7366
69.773710 80.0784 1.3077 13.1429 -0.0049 0.6763 0.0095 0.7366
69.877300 81.1562 1.3170 13.2295 -0.0055 0.6762 0.0113 0.7366
69.980930 82.2363 1.3213 13.3225 -0.0075 0.6763 0.0130 0.7365
70.084660 83.3187 1.3296 13.4148 -0.0088 0.6764 0.0136 0.7363
70.188400 84.3994 1.3405 13.5071 -0.0092 0.6766 0.0147 0.7361
70.292030 85.4788 1.3528 13.6008 -0.0101 0.6767 0.0151 0.7360
70.395630 86.5536 1.3660 13.6905 -0.0097 0.6768 0.0160 0.7359
70.499370 87.6241 1.3786 13.7781 -0.0080 0.6767 0.0164 0.7360
70.602990 88.6917 1.3908 13.8655 -0.0066 0.6767 0.0159 0.7361
70.706610 89.7582 1.4014 13.9532 -0.0051 0.6766 0.0160 0.7362
70.810370 90.8256 1.4134 14.0399 -0.0054 0.6765 0.0170 0.7363
70.913960 91.8949 1.4255 14.1316 -0.0055 0.6765 0.0189 0.7362
71.017600 92.9630 1.4394 14.2266 -0.0059 0.6764 0.0211 0.7363
71.121200 94.0273 1.4516 14.3259 -0.0057 0.6762 0.0228 0.7363
71.224820 95.0810 1.4666 14.4195 -0.0037 0.6762 0.0227 0.7364
71.328430 96.1306 1.4817 14.5122 -0.0009 0.6761 0.0224 0.7365
71.432160 97.1798 1.4946 14.6005 0.0002 0.6760 0.0225 0.7366
71.535850 98.2143 1.5021 14.6906 0.0001 0.6758 0.0232 0.7367
71.639400 99.2418 1.5093 14.7801 -0.0002 0.6754 0.0248 0.7370
71.743010 100.2578 1.5195 14.8684 -0.0004 0.6750 0.0264 0.7374
71.846650 101.2664 1.5317 14.9572 -0.0009 0.6746 0.0281 0.7376
71.950250 102.2649 1.5474 15.0405 -0.0007 0.6742 0.0293 0.7380
72.053920 103.2551 1.5614 15.1249 0.0003 0.6738 0.0295 0.7383
72.157490 104.2376 1.5772 15.2120 0.0016 0.6734 0.0295 0.7387
72.261240 105.2106 1.5926 15.3026 0.0021 0.6731 0.0289 0.7390
72.364830 106.1700 1.6067 15.3947 0.0018 0.6727 0.0282 0.7393
72.468450 107.1181 1.6203 15.4859 0.0018 0.6724 0.0281 0.7396
72.572060 108.0566 1.6319 15.5766 0.0011 0.6722 0.0282 0.7398
72.675720 108.9827 1.6426 15.6693 0.0002 0.6720 0.0280 0.7400
72.779440 109.8966 1.6545 15.7618 -0.0001 0.6719 0.0268 0.7402
72.883040 110.7909 1.6691 15.8501 0.0003 0.6719 0.0258 0.7402
72.986770 111.6704 1.6853 15.9347 0.0009 0.6721 0.0256 0.7400
73.090510 112.5375 1.6974 16.0172 0.0006 0.6726 0.0256 0.7396
73.194190 113.3861 1.7072 16.0974 0.0001 0.6732 0.0256 0.7390
73.297870 114.2178 1.7158 16.1700 0.0001 0.6738 0.0266 0.7384
73.401490 115.0269 1.7219 16.2367 0.0006 0.6743 0.0276 0.7379
73.505110 115.8137 1.7246 16.2990 0.0004 0.6749 0.0280 0.7374
73.608900 116.5876 1.7251 16.3531 0.0006 0.6755 0.0297 0.7367
73.712560 117.3314 1.7320 16.4074 0.0004 0.6760 0.0307 0.7362
73.816140 118.0531 1.7367 16.4637 -0.0009 0.6766 0.0305 0.7357
73.919840 118.7492 1.7426 16.5140 -0.0010 0.6772 0.0306 0.7352
74.023430 119.4170 1.7450 16.5646 0.0003 0.6776 0.0296 0.7348
74.127170 120.0611 1.7450 16.6128 0.0023 0.6781 0.0278 0.7344
74.230880 120.6862 1.7485 16.6600 0.0032 0.6787 0.0266 0.7339
74.334400 121.2912 1.7535 16.7049 0.0028 0.6790 0.0268 0.7336
74.438030 121.8782 1.7581 16.7465 0.0021 0.6791 0.0276 0.7335
74.541650 122.4409 1.7559 16.7873 0.0007 0.6790 0.0290 0.7336
74.645260 122.9816 1.7544 16.8277 0.0001 0.6783 0.0295 0.7342
74.748860 123.4916 1.7535 16.8679 0.0005 0.6770 0.0281 0.7355
74.852540 123.9809 1.7552 16.9145 0.0016 0.6750 0.0265 0.7374
74.955960 124.4507 1.7530 16.9691 0.0023 0.6720 0.0252 0.7401
75.059610 124.9080 1.7513 17.0271 0.0028 0.6676 0.0249 0.7441
75.163080 125.3528 1.7479 17.0955 0.0032 0.6619 0.0243 0.7492
75.266650 125.7844 1.7428 17.1763 0.0031 0.6550 0.0234 0.7553
75.370050 126.2196 1.7378 17.2709 0.0020 0.6468 0.0224 0.7623
75.473540 126.6520 1.7337 17.3794 0.0005 0.6371 0.0221 0.7705
75.577070 127.0648 1.7333 17.4926 -0.0006 0.6256 0.0236 0.7798
75.680410 127.4879 1.7277 17.6256 -0.0006 0.6120 0.0246 0.7905
75.783770 127.9044 1.7195 17.7795 -0.0005 0.5962 0.0247 0.8025
75.887280 128.2752 1.7130 17.9524 -0.0016 0.5787 0.0240 0.8152
75.990620 128.6640 1.7097 18.1483 -0.0036 0.5601 0.0234 0.8281
76.094110 129.0500 1.7082 18.3562 -0.0057 0.5405 0.0236 0.8410
76.197600 129.3797 1.7068 18.5698 -0.0064 0.5195 0.0252 0.8541
76.300970 129.7400 1.7053 18.8130 -0.0082 0.4975 0.0254 0.8671
76.404460 130.0924 1.7000 19.0859 -0.0104 0.4737 0.0237 0.8803
76.507950 130.3756 1.7062 19.3761 -0.0130 0.4486 0.0217 0.8934
76.611340 130.7196 1.7157 19.6938 -0.0152 0.4224 0.0220 0.9060
76.714820 131.0553 1.7305 20.0316 -0.0161 0.3951 0.0243 0.9182
76.818440 131.3113 1.7355 20.3808 -0.0155 0.3667 0.0273 0.9298
76.921990 131.6169 1.7440 20.7675 -0.0161 0.3374 0.0304 0.9407
77.025530 131.8258 1.7546 21.1726 -0.0165 0.3074 0.0325 0.9509
77.129020 132.0881 1.7711 21.5993 -0.0142 0.2761 0.0353 0.9604
77.232630 132.3298 1.7856 22.0471 -0.0112 0.2437 0.0381 0.9690
77.336250 132.4470 1.7835 22.5096 -0.0089 0.2106 0.0373 0.9768
77.439860 132.6171 1.7842 22.9988 -0.0069 0.1768 0.0358 0.9836
77.543570 132.7605 1.7867 23.4988 -0.0039 0.1428 0.0363 0.9891
77.647090 132.8058 1.7849 24.0079 -0.0010 0.1089 0.0415 0.9932
77.750840 132.8927 1.7834 24.5466 -0.0020 0.0760 0.0423 0.9962
77.854700 132.9245 1.7742 25.1048 -0.0055 0.0455 0.0383 0.9982
77.958590 132.8611 1.7659 25.6660 -0.0086 0.0181 0.0323 0.9993
78.062560 132.8227 1.7575 26.2375 -0.0097 -0.0057 0.0264 0.9996
78.166570 132.7474 1.7541 26.8162 -0.0100 -0.0261 0.0230 0.9993
78.270660 132.6811 1.7523 27.4150 -0.0123 -0.0412 0.0207 0.9989
78.374790 132.6043 1.7531 28.0226 -0.0154 -0.0521 0.0196 0.9983
78.479010 132.5157 1.7503 28.6353 -0.0166 -0.0607 0.0182 0.9979
78.583150 132.4216 1.7459 29.2477 -0.0146 -0.0656 0.0154 0.9976
78.687370 132.3263 1.7453 29.8624 -0.0089 -0.0683 0.0137 0.9975
78.791490 132.2366 1.7482 30.4890 -0.0025 -0.0697 0.0138 0.9975
78.895610 132.1511 1.7451 31.1356 0.0003 -0.0697 0.0155 0.9974
78.999750 132.0660 1.7345 31.8018 -0.0014 -0.0690 0.0170 0.9975
79.103610 131.9786 1.7188 32.4812 -0.0045 -0.0686 0.0180 0.9975
79.207550 131.8870 1.7073 33.1661 -0.0055 -0.0682 0.0174 0.9975
79.311380 131.7905 1.6981 33.8619 -0.0054 -0.0677 0.0162 0.9976
79.415180 131.6920 1.6919 34.5690 -0.0050 -0.0670 0.0143 0.9976
79.518970 131.5939 1.6833 35.2884 -0.0041 -0.0654 0.0120 0.9978
79.622670 131.4954 1.6740 36.0218 -0.0034 -0.0630 0.0105 0.9980
79.726400 131.3984 1.6657 36.7701 -0.0035 -0.0608 0.0092 0.9981
79.830150 131.3129 1.6553 37.5412 -0.0048 -0.0586 0.0084 0.9982
79.933870 131.2203 1.6484 38.3284 -0.0067 -0.0565 0.0069 0.9984
80.037500 131.1305 1.6402 39.1272 -0.0078 -0.0548 0.0060 0.9985
80.141270 131.0429 1.6408 39.9444 -0.0070 -0.0533 0.0057 0.9985
80.244850 130.9644 1.6418 40.7739 -0.0056 -0.0517 0.0067 0.9986
80.348500 130.8867 1.6445 41.6252 -0.0058 -0.0499 0.0079 0.9987
80.452210 130.8070 1.6498 42.4970 -0.0080 -0.0484 0.0078 0.9988
80.555830 130.7291 1.6521 43.3781 -0.0108 -0.0468 0.0081 0.9988
80.659450 130.6571 1.6608 44.2695 -0.0135 -0.0454 0.0088 0.9988
80.763190 130.5883 1.6668 45.1650 -0.0142 -0.0440 0.0095 0.9989
80.866800 130.5172 1.6719 46.0631 -0.0140 -0.0426 0.0085 0.9990
80.970420 130.4450 1.6777 46.9664 -0.0117 -0.0415 0.0077 0.9990
81.074090 130.3771 1.6822 47.8763 -0.0100 -0.0409 0.0081 0.9991
81.177670 130.3110 1.6844 48.7915 -0.0095 -0.0407 0.0086 0.9991
81.281390 130.2397 1.6858 49.7122 -0.0099 -0.0408 0.0087 0.9991
81.385030 130.1693 1.6850 50.6355 -0.0105 -0.0413 0.0091 0.9991
81.488620 130.0980 1.6868 51.5534 -0.0110 -0.0418 0.0095 0.9990
81.592230 130.0238 1.6900 52.4696 -0.0113 -0.0424 0.0086 0.9990
81.695850 129.9462 1.6922 53.3861 -0.0117 -0.0430 0.0073 0.9990
81.799470 129.8700 1.6949 54.2983 -0.0118 -0.0436 0.0067 0.9990
81.903080 129.7970 1.6961 55.2119 -0.0121 -0.0440 0.0070 0.9989
82.006700 129.7214 1.6968 56.1170 -0.0117 -0.0446 0.0061 0.9989
82.110320 129.6448 1.6996 57.0257 -0.0107 -0.0453 0.0059 0.9989
82.214070 129.5693 1.7040 57.9334 -0.0099 -0.0467 0.0068 0.9988
82.317670 129.4873 1.7104 58.8406 -0.0108 -0.0485 0.0062 0.9987
82.421410 129.3997 1.7108 59.7499 -0.0132 -0.0504 0.0056 0.9986
82.525020 129.3086 1.7112 60.6508 -0.0146 -0.0523 0.0047 0.9985
82.628780 129.2100 1.7145 61.5505 -0.0137 -0.0539 0.0023 0.9984
82.732380 129.1108 1.7201 62.4429 -0.0124 -0.0552 0.0010 0.9984
82.836140 129.0131 1.7211 63.3355 -0.0107 -0.0564 0.0007 0.9984
82.939730 128.9215 1.7207 64.2268 -0.0098 -0.0572 0.0021 0.9983
83.043500 128.8226 1.7205 65.1186 -0.0095 -0.0578 0.0022 0.9983
83.147220 128.7237 1.7160 66.0122 -0.0111 -0.0579 0.0010 0.9983
83.250970 128.6322 1.7109 66.9049 -0.0123 -0.0578 0.0020 0.9983
83.354570 128.5394 1.7080 67.7890 -0.0105 -0.0571 0.0015 0.9983
83.458190 128.4472 1.7056 68.6721 -0.0090 -0.0555 0.0008 0.9984
83.561980 128.3545 1.7026 69.5571 -0.0093 -0.0538 -0.0007 0.9985
83.665550 128.2697 1.6993 70.4421 -0.0106 -0.0516 -0.0011 0.9986
83.769380 128.1873 1.6992 71.3266 -0.0115 -0.0493 -0.0016 0.9987
83.872920 128.1093 1.7007 72.2067 -0.0120 -0.0466 -0.0018 0.9988
83.976710 128.0378 1.7030 73.0877 -0.0126 -0.0440 -0.0017 0.9990
84.080130 127.9714 1.7062 73.9609 -0.0127 -0.0415 -0.0013 0.9991
84.183750 127.9101 1.7069 74.8341 -0.0123 -0.0387 -0.0007 0.9992
84.287600 127.8504 1.7071 75.7054 -0.0113 -0.0362 -0.0008 0.9993
84.391160 127.7941 1.7049 76.5732 -0.0103 -0.0336 -0.0010 0.9994
84.494760 127.7403 1.6999 77.4372 -0.0098 -0.0310 -0.0011 0.9995
84.598480 127.6943 1.6972 78.3047 -0.0102 -0.0284 -0.0011 0.9995
84.702120 127.6534 1.6963 79.1706 -0.0107 -0.0259 -0.0011 0.9996
84.805710 127.6149 1.6958 80.0349 -0.0116 -0.0235 -0.0015 0.9997
84.909310 127.5831 1.6979 80.8980 -0.0129 -0.0214 -0.0012 0.9997
85.012960 127.5573 1.6989 81.7552 -0.0137 -0.0196 -0.0000 0.9997
85.116700 127.5349 1.6984 82.6022 -0.0139 -0.0182 0.0013 0.9997
85.220270 127.5128 1.6978 83.4295 -0.0134 -0.0171 0.0023 0.9998
85.324080 127.4937 1.6977 84.2392 -0.0122 -0.0164 0.0040 0.9998
85.427750 127.4744 1.6939 85.0326 -0.0119 -0.0160 0.0055 0.9998
85.531340 127.4573 1.6910 85.8031 -0.0120 -0.0157 0.0064 0.9998
85.635010 127.4401 1.6858 86.5542 -0.0109 -0.0158 0.0079 0.9998
85.738670 127.4221 1.6808 87.2830 -0.0107 -0.0163 0.0088 0.9998
85.842510 127.4054 1.6785 87.9903 -0.0102 -0.0174 0.0102 0.9997
85.946050 127.3827 1.6710 88.6746 -0.0112 -0.0191 0.0111 0.9997
86.049580 127.3594 1.6620 89.3313 -0.0127 -0.0212 0.0124 0.9996
86.153190 127.3316 1.6590 89.9637 -0.0131 -0.0238 0.0128 0.9995
86.257680 127.3017 1.6555 90.5773 -0.0130 -0.0268 0.0138 0.9995
86.360510 127.2653 1.6506 91.1703 -0.0118 -0.0300 0.0142 0.9994
86.464180 127.2241 1.6456 91.7661 -0.0105 -0.0335 0.0146 0.9993
86.567780 127.1775 1.6418 92.3585 -0.0105 -0.0375 0.0142 0.9991
86.671550 127.1300 1.6367 92.9498 -0.0111 -0.0412 0.0147 0.9990
86.775140 127.0752 1.6287 93.5357 -0.0114 -0.0449 0.0143 0.9988
86.878890 127.0163 1.6220 94.1178 -0.0101 -0.0484 0.0139 0.9987
86.982510 126.9541 1.6164 94.6945 -0.0081 -0.0519 0.0131 0.9985
87.086250 126.8911 1.6128 95.2699 -0.0064 -0.0550 0.0133 0.9984
87.190180 126.8267 1.6069 95.8453 -0.0051 -0.0583 0.0135 0.9982
87.293640 126.7578 1.5993 96.4198 -0.0038 -0.0611 0.0134 0.9980
87.397220 126.6820 1.5891 97.0002 -0.0032 -0.0639 0.0123 0.9979
87.501040 126.6018 1.5818 97.5860 -0.0028 -0.0662 0.0113 0.9977
87.604560 126.5218 1.5733 98.1771 -0.0024 -0.0686 0.0115 0.9976
87.708320 126.4406 1.5649 98.7771 -0.0024 -0.0708 0.0120 0.9974
87.811980 126.3521 1.5552 99.3820 -0.0020 -0.0727 0.0114 0.9973
87.915650 126.2557 1.5450 99.9903 -0.0009 -0.0743 0.0091 0.9972
88.019280 126.1596 1.5373 100.6059 -0.0003 -0.0754 0.0073 0.9971
88.123030 126.0674 1.5302 101.2310 0.0002 -0.0761 0.0073 0.9971
88.226620 125.9764 1.5225 101.8652 0.0003 -0.0764 0.0081 0.9970
88.330460 125.8789 1.5154 102.5128 -0.0003 -0.0766 0.0076 0.9970
88.434330 125.7780 1.5120 103.1748 -0.0023 -0.0762 0.0074 0.9971
88.537780 125.6743 1.5095 103.8452 -0.0050 -0.0761 0.0056 0.9971
88.641400 125.5671 1.5151 104.5412 -0.0109 -0.0756 0.0046 0.9971
88.745080 125.4567 1.5214 105.2483 -0.0164 -0.0746 0.0023 0.9971
88.848890 125.3484 1.5279 105.9622 -0.0179 -0.0732 0.0012 0.9972
88.952550 125.2426 1.5285 106.6811 -0.0144 -0.0715 -0.0006 0.9973
89.056170 125.1394 1.5404 107.4051 -0.0062 -0.0693 -0.0012 0.9976
89.159790 125.0364 1.5582 108.1550 -0.0021 -0.0673 -0.0014 0.9977
89.263540 124.9359 1.5762 108.9419 -0.0082 -0.0653 -0.0015 0.9978
89.367140 124.8334 1.5815 109.7506 -0.0180 -0.0631 -0.0029 0.9978
89.470880 124.7392 1.5926 110.5631 -0.0208 -0.0611 -0.0023 0.9979
89.574490 124.6489 1.6129 111.3731 -0.0161 -0.0594 -0.0008 0.9981
89.678230 124.5555 1.6281 112.1921 -0.0075 -0.0575 -0.0008 0.9983
89.781980 124.4612 1.6407 113.0320 -0.0016 -0.0555 -0.0015 0.9985
89.885590 124.3625 1.6436 113.8989 -0.0031 -0.0534 -0.0043 0.9986
89.989350 124.2617 1.6482 114.7907 -0.0088 -0.0506 -0.0079 0.9986
90.092950 124.1685 1.6541 115.6918 -0.0112 -0.0473 -0.0103 0.9988
90.196710 124.0847 1.6606 116.5910 -0.0066 -0.0438 -0.0112 0.9990
90.300450 124.0155 1.6633 117.5013 0.0006 -0.0401 -0.0094 0.9991
90.404050 123.9582 1.6592 118.4275 0.0054 -0.0367 -0.0056 0.9993
90.507790 123.9016 1.6452 119.3792 0.0028 -0.0332 -0.0034 0.9994
90.611400 123.8478 1.6358 120.3520 -0.0033 -0.0297 -0.0021 0.9996
90.715140 123.7924 1.6338 121.3289 -0.0090 -0.0265 -0.0011 0.9996
90.818760 123.7418 1.6384 122.3045 -0.0097 -0.0239 -0.0004 0.9997
90.922380 123.6935 1.6458 123.2802 -0.0071 -0.0221 0.0007 0.9997
91.025980 123.6529 1.6471 124.2634 -0.0056 -0.0211 0.0013 0.9998
91.129600 123.6132 1.6397 125.2549 -0.0057 -0.0207 0.0024 0.9998
91.233220 123.5742 1.6329 126.2495 -0.0066 -0.0206 0.0037 0.9998
91.336840 123.5305 1.6278 127.2440 -0.0072 -0.0208 0.0035 0.9998
91.440450 123.4824 1.6241 128.2424 -0.0087 -0.0218 0.0028 0.9997
91.544070 123.4328 1.6231 129.2424 -0.0108 -0.0231 0.0028 0.9997
91.647680 123.3850 1.6236 130.2403 -0.0111 -0.0248 0.0025 0.9996
91.751300 123.3413 1.6253 131.2280 -0.0075 -0.0263 0.0041 0.9996
91.855040 123.2990 1.6274 132.2136 -0.0033 -0.0280 0.0065 0.9996
91.958670 123.2549 1.6276 133.2021 -0.0023 -0.0297 0.0093 0.9995
92.062270 123.2068 1.6272 134.1953 -0.0054 -0.0315 0.0107 0.9994
92.165880 123.1481 1.6262 135.1873 -0.0086 -0.0330 0.0107 0.9994
92.269500 123.0865 1.6269 136.1683 -0.0094 -0.0342 0.0101 0.9993
92.373110 123.0171 1.6235 137.1393 -0.0078 -0.0352 0.0082 0.9993
92.476860 122.9423 1.6212 138.1055 -0.0059 -0.0363 0.0060 0.9993
92.580470 122.8687 1.6167 139.0741 -0.0044 -0.0373 0.0052 0.9993
