# estimate result
# dataset path: /home/lihua/Document/kitti_dataset/00/
# time: Wed Dec 30 11:34:31 2020
# timestamp tx ty tz qx qy qz qw
68.944270 70.9751 0.7652 13.2192 -0.0106 0.6756 0.0046 0.7372
69.047890 71.9987 0.7781 13.3023 -0.0106 0.6760 0.0050 0.7368
69.151620 73.0395 0.7901 13.4079 -0.0107 0.6764 0.0048 0.7364
69.255320 74.0734 0.8049 13.4949 -0.0100 0.6766 0.0050 0.7363
69.359000 75.1083 0.8232 13.5967 -0.0106 0.6768 0.0042 0.7361
69.462640 76.1757 0.8344 13.6936 -0.0111 0.6769 0.0045 0.7360
69.566330 77.2168 0.8418 13.7828 -0.0102 0.6772 0.0048 0.7357
69.669950 78.2740 0.8482 13.8823 -0.0090 0.6772 0.0027 0.7357
69.773710 79.3408 0.8656 13.9802 -0.0076 0.6772 0.0018 0.7358
69.877300 80.4400 0.8712 14.0506 -0.0079 0.6769 0.0034 0.7360
69.980930 81.5077 0.8726 14.1484 -0.0101 0.6771 0.0049 0.7358
70.084660 82.5898 0.8810 14.2491 -0.0114 0.6772 0.0056 0.7357
70.188400 83.6388 0.8925 14.3388 -0.0117 0.6773 0.0069 0.7356
70.292030 84.7064 0.9031 14.4251 -0.0125 0.6773 0.0075 0.7355
70.395630 85.7698 0.9217 14.5328 -0.0119 0.6774 0.0083 0.7355
70.499370 86.8295 0.9313 14.6048 -0.0105 0.6772 0.0085 0.7357
70.602990 87.8863 0.9404 14.6954 -0.0089 0.6770 0.0081 0.7358
70.706610 88.9317 0.9543 14.7787 -0.0076 0.6770 0.0085 0.7359
70.810370 89.9998 0.9665 14.8899 -0.0077 0.6770 0.0092 0.7359
70.913960 91.0640 0.9814 14.9735 -0.0077 0.6768 0.0116 0.7360
71.017600 92.1301 0.9966 15.0636 -0.0080 0.6767 0.0138 0.7361
71.121200 93.1726 1.0179 15.1911 -0.0072 0.6767 0.0156 0.7360
71.224820 94.1639 1.0309 15.2551 -0.0048 0.6765 0.0161 0.7362
71.328430 95.1280 1.0343 15.3549 -0.0027 0.6767 0.0153 0.7361
71.432160 96.1598 1.0459 15.4515 -0.0018 0.6766 0.0153 0.7362
71.535850 97.1838 1.0603 15.5638 -0.0017 0.6765 0.0159 0.7362
71.639400 98.2121 1.0613 15.6202 -0.0019 0.6758 0.0179 0.7368
71.743010 99.2342 1.0780 15.7188 -0.0022 0.6754 0.0193 0.7372
71.846650 100.2075 1.0958 15.8131 -0.0024 0.6752 0.0210 0.7374
71.950250 101.2096 1.1079 15.9065 -0.0021 0.6746 0.0224 0.7378
72.053920 102.1538 1.1170 15.9893 -0.0009 0.6743 0.0230 0.7381
72.157490 103.1674 1.1377 16.0839 -0.0001 0.6738 0.0225 0.7386
72.261240 104.1332 1.1542 16.1913 0.0002 0.6736 0.0215 0.7388
72.364830 105.0604 1.1596 16.2814 0.0002 0.6731 0.0212 0.7392
72.468450 106.0091 1.1793 16.3713 0.0005 0.6728 0.0214 0.7396
72.572060 106.9226 1.1791 16.4854 -0.0003 0.6727 0.0212 0.7396
72.675720 107.8388 1.1883 16.5777 -0.0016 0.6724 0.0208 0.7399
72.779440 108.7469 1.1999 16.6700 -0.0019 0.6723 0.0195 0.7400
72.883040 109.6669 1.2172 16.7867 -0.0013 0.6723 0.0182 0.7400
72.986770 110.5279 1.2222 16.8879 -0.0008 0.6728 0.0180 0.7396
73.090510 111.4330 1.2383 16.9740 -0.0009 0.6732 0.0183 0.7393
73.194190 112.2500 1.2451 17.0608 -0.0013 0.6739 0.0183 0.7386
73.297870 113.0700 1.2480 17.1237 -0.0012 0.6744 0.0195 0.7381
73.401490 113.9164 1.2596 17.1859 -0.0007 0.6748 0.0200 0.7377
73.505110 114.7239 1.2717 17.2541 -0.0010 0.6753 0.0204 0.7372
73.608900 115.4518 1.2620 17.3287 -0.0007 0.6763 0.0228 0.7363
73.712560 116.1809 1.2694 17.3880 -0.0013 0.6768 0.0232 0.7358
73.816140 116.9045 1.2860 17.4576 -0.0024 0.6775 0.0231 0.7352
73.919840 117.5949 1.2931 17.5179 -0.0024 0.6780 0.0231 0.7347
74.023430 118.2794 1.2838 17.5857 -0.0013 0.6785 0.0223 0.7342
74.127170 118.9108 1.3062 17.6253 0.0010 0.6789 0.0203 0.7339
74.230880 119.5324 1.3122 17.6784 0.0017 0.6794 0.0192 0.7335
74.334400 120.1779 1.3223 17.7246 0.0015 0.6796 0.0195 0.7333
74.438030 120.7556 1.3316 17.8091 0.0004 0.6803 0.0205 0.7327
74.541650 121.3220 1.3368 17.8829 -0.0007 0.6804 0.0215 0.7325
74.645260 121.8796 1.3401 17.9089 -0.0012 0.6793 0.0218 0.7335
74.748860 122.3934 1.3413 17.9333 -0.0008 0.6776 0.0204 0.7352
74.852540 122.9064 1.3430 17.9758 0.0002 0.6755 0.0190 0.7372
74.955960 123.3581 1.3464 18.0564 0.0008 0.6726 0.0177 0.7398
75.059610 123.8417 1.3572 18.0909 0.0015 0.6677 0.0175 0.7442
75.163080 124.2849 1.3593 18.1634 0.0017 0.6619 0.0170 0.7494
75.266650 124.7000 1.3526 18.2358 0.0013 0.6550 0.0161 0.7555
75.370050 125.1745 1.3661 18.3606 0.0006 0.6467 0.0151 0.7626
75.473540 125.5767 1.3834 18.4747 -0.0005 0.6371 0.0151 0.7707
75.577070 125.9877 1.3847 18.5930 -0.0015 0.6254 0.0167 0.7801
75.680410 126.3808 1.3800 18.7507 -0.0020 0.6122 0.0171 0.7905
75.783770 126.7975 1.3890 18.8715 -0.0015 0.5958 0.0177 0.8030
75.887280 127.1685 1.3873 19.0593 -0.0029 0.5785 0.0170 0.8155
75.990620 127.5391 1.3990 19.2461 -0.0047 0.5596 0.0166 0.8286
76.094110 127.8769 1.3992 19.4870 -0.0069 0.5407 0.0171 0.8410
76.197600 128.2416 1.3988 19.7072 -0.0080 0.5197 0.0190 0.8541
76.300970 128.5170 1.4036 19.9362 -0.0101 0.4983 0.0191 0.8667
76.404460 128.8137 1.4031 20.1511 -0.0125 0.4740 0.0176 0.8803
76.507950 129.1364 1.4255 20.4518 -0.0147 0.4485 0.0158 0.8935
76.611340 129.4402 1.4135 20.7391 -0.0176 0.4219 0.0166 0.9063
76.714820 129.7268 1.4313 21.0553 -0.0184 0.3945 0.0193 0.9185
76.818440 130.0029 1.4425 21.4008 -0.0180 0.3661 0.0226 0.9301
76.921990 130.2760 1.4632 21.7731 -0.0182 0.3366 0.0257 0.9411
77.025530 130.5240 1.4769 22.1656 -0.0182 0.3063 0.0286 0.9513
77.129020 130.7677 1.5045 22.5655 -0.0160 0.2739 0.0318 0.9611
77.232630 130.9788 1.5236 23.0077 -0.0132 0.2412 0.0345 0.9698
77.336250 131.1689 1.5409 23.4814 -0.0107 0.2075 0.0337 0.9776
77.439860 131.2908 1.5561 23.9830 -0.0087 0.1739 0.0322 0.9842
77.543570 131.4146 1.5681 24.4878 -0.0055 0.1394 0.0333 0.9897
77.647090 131.5023 1.5823 25.0124 -0.0030 0.1055 0.0387 0.9937
77.750840 131.5760 1.5836 25.5720 -0.0043 0.0721 0.0397 0.9966
77.854700 131.5709 1.5939 26.1229 -0.0074 0.0420 0.0360 0.9984
77.958590 131.5230 1.5883 26.6841 -0.0105 0.0151 0.0301 0.9994
78.062560 131.4683 1.5939 27.2655 -0.0113 -0.0087 0.0244 0.9996
78.166570 131.4034 1.5959 27.8268 -0.0121 -0.0286 0.0216 0.9993
78.270660 131.3193 1.6182 28.4429 -0.0144 -0.0432 0.0190 0.9988
78.374790 131.2358 1.6303 29.0414 -0.0172 -0.0541 0.0183 0.9982
78.479010 131.1304 1.6251 29.6125 -0.0183 -0.0619 0.0171 0.9978
78.583150 131.0295 1.6431 30.2753 -0.0155 -0.0669 0.0147 0.9975
78.687370 130.9261 1.6556 30.8998 -0.0097 -0.0693 0.0129 0.9975
78.791490 130.8273 1.6717 31.5352 -0.0036 -0.0703 0.0130 0.9974
78.895610 130.7457 1.6773 32.1825 -0.0015 -0.0706 0.0149 0.9974
78.999750 130.6490 1.6794 32.8393 -0.0031 -0.0696 0.0163 0.9974
79.103610 130.5530 1.6763 33.5132 -0.0057 -0.0690 0.0174 0.9974
79.207550 130.4637 1.6772 34.2011 -0.0067 -0.0691 0.0166 0.9975
79.311380 130.3619 1.6754 34.8871 -0.0066 -0.0684 0.0154 0.9975
79.415180 130.2512 1.6783 35.5922 -0.0063 -0.0675 0.0132 0.9976
79.518970 130.1510 1.6829 36.3215 -0.0052 -0.0661 0.0112 0.9977
79.622670 130.0395 1.6868 37.0498 -0.0044 -0.0633 0.0094 0.9979
79.726400 129.9599 1.6914 37.7898 -0.0046 -0.0613 0.0079 0.9981
79.830150 129.8572 1.6973 38.5677 -0.0061 -0.0590 0.0071 0.9982
79.933870 129.7600 1.6988 39.3523 -0.0080 -0.0570 0.0058 0.9983
80.037500 129.6531 1.7028 40.1764 -0.0088 -0.0551 0.0050 0.9984
80.141270 129.5644 1.7104 40.9880 -0.0080 -0.0535 0.0049 0.9985
80.244850 129.4714 1.7223 41.8167 -0.0066 -0.0519 0.0058 0.9986
80.348500 129.3933 1.7320 42.6730 -0.0071 -0.0504 0.0070 0.9987
80.452210 129.3005 1.7450 43.5394 -0.0093 -0.0487 0.0069 0.9987
80.555830 129.2147 1.7474 44.4169 -0.0123 -0.0472 0.0071 0.9988
80.659450 129.1247 1.7681 45.3011 -0.0145 -0.0457 0.0078 0.9988
80.763190 129.0518 1.7863 46.2054 -0.0153 -0.0443 0.0085 0.9989
80.866800 128.9642 1.8054 47.0935 -0.0146 -0.0430 0.0074 0.9989
80.970420 128.8741 1.8214 48.0088 -0.0126 -0.0418 0.0065 0.9990
81.074090 128.8062 1.8340 48.9325 -0.0108 -0.0415 0.0069 0.9991
81.177670 128.7283 1.8428 49.8390 -0.0107 -0.0413 0.0074 0.9991
81.281390 128.6504 1.8556 50.7651 -0.0111 -0.0415 0.0075 0.9990
81.385030 128.5692 1.8594 51.6892 -0.0118 -0.0421 0.0081 0.9990
81.488620 128.4874 1.8718 52.6179 -0.0122 -0.0426 0.0085 0.9990
81.592230 128.4016 1.8844 53.5327 -0.0125 -0.0432 0.0075 0.9990
81.695850 128.3136 1.8907 54.4585 -0.0128 -0.0439 0.0066 0.9989
81.799470 128.2119 1.9032 55.3730 -0.0129 -0.0441 0.0058 0.9989
81.903080 128.1323 1.9228 56.3011 -0.0129 -0.0447 0.0062 0.9989
82.006700 128.0450 1.9239 57.1850 -0.0126 -0.0455 0.0053 0.9989
82.110320 127.9552 1.9385 58.0991 -0.0115 -0.0462 0.0048 0.9989
82.214070 127.8641 1.9457 59.0014 -0.0108 -0.0476 0.0058 0.9988
82.317670 127.7647 1.9504 59.9153 -0.0122 -0.0495 0.0059 0.9987
82.421410 127.6638 1.9620 60.8327 -0.0142 -0.0516 0.0051 0.9986
82.525020 127.5591 1.9691 61.7425 -0.0153 -0.0535 0.0044 0.9984
82.628780 127.4478 1.9814 62.6428 -0.0143 -0.0551 0.0021 0.9984
82.732380 127.3149 1.9989 63.5390 -0.0134 -0.0560 -0.0001 0.9983
82.836140 127.1951 2.0089 64.4056 -0.0112 -0.0572 0.0005 0.9983
82.939730 127.0989 2.0147 65.3303 -0.0100 -0.0581 0.0014 0.9983
83.043500 126.9841 2.0282 66.2250 -0.0109 -0.0586 0.0011 0.9982
83.147220 126.8842 2.0365 67.0815 -0.0119 -0.0588 0.0005 0.9982
83.250970 126.7702 2.0387 67.9500 -0.0130 -0.0584 0.0009 0.9982
83.354570 126.6641 2.0483 68.8485 -0.0109 -0.0578 0.0004 0.9983
83.458190 126.5357 2.0588 69.7608 -0.0100 -0.0561 -0.0002 0.9984
83.561980 126.4507 2.0672 70.6332 -0.0101 -0.0548 -0.0019 0.9984
83.665550 126.3332 2.0759 71.5241 -0.0113 -0.0521 -0.0022 0.9986
83.769380 126.2524 2.0801 72.4088 -0.0123 -0.0501 -0.0029 0.9987
83.872920 126.1618 2.0884 73.2902 -0.0130 -0.0475 -0.0030 0.9988
83.976710 126.0768 2.1025 74.1652 -0.0133 -0.0447 -0.0027 0.9989
84.080130 125.9908 2.1132 75.0266 -0.0134 -0.0421 -0.0025 0.9990
84.183750 125.9187 2.1220 75.9047 -0.0129 -0.0394 -0.0020 0.9991
84.287600 125.8561 2.1338 76.7729 -0.0119 -0.0368 -0.0021 0.9993
84.391160 125.7811 2.1417 77.6425 -0.0110 -0.0340 -0.0024 0.9994
84.494760 125.7173 2.1465 78.4947 -0.0106 -0.0317 -0.0024 0.9994
84.598480 125.6750 2.1664 79.4112 -0.0105 -0.0294 -0.0021 0.9995
84.702120 125.6278 2.1816 80.3142 -0.0110 -0.0269 -0.0028 0.9996
84.805710 125.5740 2.1799 81.1650 -0.0121 -0.0246 -0.0028 0.9996
84.909310 125.5319 2.1842 82.0065 -0.0134 -0.0226 -0.0021 0.9997
85.012960 125.5115 2.2061 82.9327 -0.0139 -0.0210 -0.0011 0.9997
85.116700 125.4587 2.2009 83.7406 -0.0142 -0.0194 0.0004 0.9997
85.220270 125.4249 2.2082 84.5373 -0.0135 -0.0183 0.0021 0.9997
85.324080 125.3895 2.2131 85.3403 -0.0126 -0.0176 0.0031 0.9998
85.427750 125.3633 2.2292 86.1746 -0.0124 -0.0172 0.0048 0.9998
85.531340 125.3353 2.2334 86.9406 -0.0122 -0.0170 0.0056 0.9998
85.635010 125.2926 2.2401 87.6705 -0.0110 -0.0168 0.0067 0.9998
85.738670 125.2652 2.2384 88.3971 -0.0107 -0.0172 0.0076 0.9998
85.842510 125.2537 2.2395 89.1206 -0.0106 -0.0186 0.0093 0.9997
85.946050 125.2112 2.2470 89.7896 -0.0116 -0.0204 0.0101 0.9997
86.049580 125.1789 2.2501 90.4561 -0.0126 -0.0225 0.0113 0.9996
86.153190 125.1430 2.2447 91.1032 -0.0134 -0.0252 0.0121 0.9995
86.257680 125.1129 2.2262 91.6736 -0.0137 -0.0281 0.0131 0.9994
86.360510 125.0681 2.2393 92.2728 -0.0124 -0.0315 0.0132 0.9993
86.464180 125.0189 2.2429 92.8614 -0.0113 -0.0349 0.0140 0.9992
86.567780 124.9612 2.2453 93.4522 -0.0113 -0.0389 0.0136 0.9991
86.671550 124.8737 2.2477 94.0638 -0.0118 -0.0421 0.0140 0.9989
86.775140 124.8486 2.2519 94.6670 -0.0119 -0.0464 0.0137 0.9988
86.878890 124.7634 2.2544 95.2281 -0.0107 -0.0496 0.0132 0.9986
86.982510 124.7146 2.2509 95.8111 -0.0088 -0.0533 0.0124 0.9985
87.086250 124.6018 2.2586 96.4190 -0.0071 -0.0559 0.0129 0.9983
87.190180 124.5282 2.2611 96.9847 -0.0057 -0.0592 0.0131 0.9981
87.293640 124.4413 2.2692 97.5610 -0.0040 -0.0617 0.0126 0.9980
87.397220 124.3617 2.2610 98.1474 -0.0037 -0.0646 0.0118 0.9978
87.501040 124.2671 2.2586 98.7239 -0.0032 -0.0666 0.0106 0.9977
87.604560 124.1843 2.2548 99.3257 -0.0029 -0.0695 0.0111 0.9975
87.708320 124.1001 2.2491 99.9157 -0.0029 -0.0715 0.0116 0.9974
87.811980 124.0010 2.2401 100.5296 -0.0026 -0.0736 0.0111 0.9972
87.915650 123.9029 2.2304 101.1142 -0.0017 -0.0753 0.0085 0.9971
88.019280 123.7927 2.2288 101.7395 -0.0010 -0.0762 0.0071 0.9971
88.123030 123.6725 2.2228 102.3507 -0.0006 -0.0766 0.0068 0.9970
88.226620 123.5763 2.2268 102.9857 -0.0003 -0.0771 0.0076 0.9970
88.330460 123.4761 2.2241 103.6160 -0.0010 -0.0771 0.0072 0.9970
88.434330 123.3724 2.2228 104.2777 -0.0030 -0.0769 0.0072 0.9970
88.537780 123.2543 2.2258 104.9558 -0.0056 -0.0767 0.0055 0.9970
88.641400 123.1206 2.2281 105.6612 -0.0120 -0.0762 0.0040 0.9970
88.745080 123.0055 2.2406 106.3736 -0.0170 -0.0754 0.0017 0.9970
88.848890 122.8935 2.2563 107.1003 -0.0183 -0.0739 0.0008 0.9971
88.952550 122.7908 2.2548 107.8039 -0.0141 -0.0725 -0.0008 0.9973
89.056170 122.6549 2.2798 108.5322 -0.0059 -0.0696 -0.0016 0.9976
89.159790 122.5672 2.2979 109.2670 -0.0042 -0.0682 -0.0028 0.9977
89.263540 122.4526 2.3204 110.0747 -0.0091 -0.0659 -0.0021 0.9978
89.367140 122.3480 2.3295 110.8958 -0.0186 -0.0638 -0.0024 0.9978
89.470880 122.2475 2.3373 111.6590 -0.0208 -0.0617 -0.0015 0.9979
89.574490 122.1444 2.3723 112.5184 -0.0157 -0.0602 -0.0012 0.9981
89.678230 122.0500 2.3874 113.3351 -0.0069 -0.0583 -0.0009 0.9983
89.781980 121.9436 2.3894 114.1114 -0.0022 -0.0563 -0.0020 0.9984
89.885590 121.8537 2.3956 114.9412 -0.0041 -0.0544 -0.0051 0.9985
89.989350 121.6964 2.4135 115.8835 -0.0091 -0.0507 -0.0081 0.9986
90.092950 121.6129 2.4257 116.7807 -0.0108 -0.0479 -0.0099 0.9987
90.196710 121.5151 2.4277 117.6662 -0.0062 -0.0443 -0.0107 0.9989
90.300450 121.4335 2.4246 118.5612 0.0008 -0.0405 -0.0089 0.9991
90.404050 121.3572 2.4182 119.4512 0.0048 -0.0368 -0.0051 0.9993
90.507790 121.2956 2.4125 120.4454 0.0022 -0.0333 -0.0034 0.9994
90.611400 121.2630 2.4097 121.3763 -0.0039 -0.0302 -0.0019 0.9995
90.715140 121.1920 2.4081 122.3675 -0.0089 -0.0267 -0.0004 0.9996
90.818760 121.1531 2.4154 123.3367 -0.0093 -0.0245 0.0004 0.9997
90.922380 121.1082 2.4317 124.3118 -0.0072 -0.0225 0.0009 0.9997
91.025980 121.0463 2.4317 125.3333 -0.0058 -0.0211 0.0016 0.9998
91.129600 120.9969 2.4230 126.2674 -0.0062 -0.0208 0.0029 0.9998
91.233220 120.9494 2.4257 127.2593 -0.0068 -0.0207 0.0037 0.9998
91.336840 120.9119 2.4313 128.2642 -0.0074 -0.0212 0.0037 0.9997
91.440450 120.8675 2.4326 129.2614 -0.0090 -0.0223 0.0032 0.9997
91.544070 120.8097 2.4496 130.2536 -0.0109 -0.0240 0.0029 0.9996
91.647680 120.7491 2.4525 131.2448 -0.0109 -0.0255 0.0031 0.9996
91.751300 120.6799 2.4635 132.2446 -0.0071 -0.0267 0.0043 0.9996
91.855040 120.6209 2.4550 133.2380 -0.0035 -0.0284 0.0068 0.9996
91.958670 120.5771 2.4599 134.2433 -0.0025 -0.0306 0.0095 0.9995
92.062270 120.5001 2.4492 135.2202 -0.0058 -0.0324 0.0105 0.9994
92.165880 120.4347 2.4516 136.1985 -0.0086 -0.0337 0.0108 0.9993
92.269500 120.3538 2.4510 137.1764 -0.0094 -0.0351 0.0097 0.9993
92.373110 120.2661 2.4528 138.1554 -0.0077 -0.0360 0.0076 0.9993
92.476860 120.1813 2.4598 139.1224 -0.0056 -0.0372 0.0056 0.9993
